X.1,X,...1,Name,Address,prktype,restroom,Website,playground,soccer,basketball,tennis,volleyball,baseball,discgolf,dogpark,picnic,sprayground,latitude,longitude,Label,type2
22,22,26,Springfield Park,"6700 DEANWOOD PL CHARLOTTE, NC 28217",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,35.15988887,-80.90336687,,basketball
25,25,29,Greenville Park,"1232 SPRING ST CHARLOTTE, NC 28206",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,35.24524227,-80.84363766,,basketball
36,36,42,Reedy Creek Park,"2900 ROCKY RIVER RD CHARLOTTE, NC 28215",Regional,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,Yes,Yes,Yes,Yes,NA,NA,35.27599468,-80.71807255,,basketball
37,37,43,Clanton Park,"1520 CLANTON RD CHARLOTTE, NC 28217",Community,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,35.20662524,-80.89361304,,basketball
41,41,47,Grayson Park,"750 BEAL ST CHARLOTTE, NC 28211",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,NA,Yes,NA,NA,NA,NA,35.19039483,-80.79653044,,basketball
46,46,52,Oakhurst Park,"3533 CRAIG AV CHARLOTTE, NC 28211",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,35.1911805,-80.78964427,,basketball
49,49,55,Eastway Park,"423 EASTWAY DR CHARLOTTE, NC 28215",Community,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,Yes,NA,NA,NA,Yes,NA,35.25204519,-80.78037755,,basketball
63,63,69,Methodist Home Park,"3200 SHAMROCK DR CHARLOTTE, NC 28205",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,35.23486078,-80.77167743,,basketball
69,69,76,Torrence Chapel Park,"21309 TORRENCE CHAPEL RD CORNELIUS, NC 28031",Town Park,Yes,https://www.cornelius.org/103/Parks-Arts-Recreation-Culture,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,NA,35.49186041,-80.87831702,,basketball
79,81,88,Biddleville Park,"500 ANDRILL TR CHARLOTTE, NC 28216",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,35.24343061,-80.85031121,,basketball
80,82,89,Southside Park,"645 REMOUNT RD CHARLOTTE, NC 28203",Community,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.20825804,-80.87279274,,basketball
82,84,91,Theresea C. Elder Park,"6325 ROCKWELL CHURCH RD CHARLOTTE, NC 28269",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.30548575,-80.80046174,,basketball
83,86,93,Carmel Road Park,"2365 CARMEL RD CHARLOTTE, NC 28226",Neighborhood,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,NA,Yes,NA,NA,NA,NA,35.13450706,-80.8063646,,basketball
85,88,95,Pearl Street Park,"602 KENILWORTH AV CHARLOTTE, NC 28204",Neighborhood,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.21128821,-80.83716534,,basketball
88,91,98,Olde Providence Park,"3800 REA RD CHARLOTTE, NC 28226",Community,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,35.10984728,-80.79843485,,basketball
89,92,99,Tryon Hills Park,"220 W 30TH ST CHARLOTTE, NC 28206",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.24990314,-80.81711204,,basketball
91,94,101,T.M. Winget Park,"12025 WINGET RD CHARLOTTE, NC 28278",Regional,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,Yes,Yes,Yes,NA,Yes,NA,35.13011102,-81.00153666,,basketball
98,101,108,Westerly Hills Park,"3970 BRISTOL DR CHARLOTTE, NC 28208",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.23015567,-80.90364655,,basketball
104,107,114,Tuckaseegee Park,"4820 TUCKASEEGEE RD CHARLOTTE, NC 28208",Neighborhood,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,NA,Yes,NA,NA,NA,NA,35.24806972,-80.90678519,,basketball
107,110,117,Frazier Park,"1201 W 4TH ST EXT CHARLOTTE, NC 28202",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,NA,NA,NA,Yes,NA,NA,35.23277179,-80.85318708,,basketball
118,121,131,Lakewood Park,"3207 KALYNNE ST CHARLOTTE, NC 28208",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,35.25291206,-80.87844343,,basketball
122,127,137,Pineville Lake Park,"909 LAKEVIEW DR PINEVILLE, NC 28134",Town Park,Yes,http://www.pinevillenc.gov/Departments/ParksRecreaton/tabid/103/Default.aspx,Yes,NA,Yes,NA,NA,NA,NA,Yes,NA,Yes,35.08002759,-80.89491968,,basketball
123,128,138,Harrisburg Road Park,"7701 HARRISBURG RD CHARLOTTE, NC 28215",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,35.21996369,-80.68624422,,basketball
125,130,140,Archdale Park,"5400 CHERRYCREST LN CHARLOTTE, NC 28217",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.15120328,-80.88686996,,basketball
134,139,150,Wingate Park,"2721 MAYFAIR AV CHARLOTTE, NC 28208",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.21380007,-80.90821712,,basketball
142,147,159,North Charlotte Park,"3400 SPENCER ST CHARLOTTE, NC 28205",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,35.24603721,-80.79784088,,basketball
153,158,171,Sixteenth Street Park,"620 E 16TH ST CHARLOTTE, NC 28206",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.23272704,-80.8238931,,basketball
155,161,174,Colonial Park,"219 PROVIDENCE RD CHARLOTTE, NC 28207",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,35.2075702,-80.82413244,,basketball
160,166,180,William R. Davie Park,"4635 PINEVILLE-MATTHEWS RD CHARLOTTE, NC 28226",Regional,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,Yes,Yes,NA,Yes,Yes,NA,35.08935388,-80.80600397,,basketball
161,167,181,Sedgefield Park,"600 ELMHURST RD CHARLOTTE, NC 28209",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,35.19775738,-80.85966344,,basketball
163,169,183,Derita Park,"3509 FREW RD CHARLOTTE, NC 28206",Community,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,35.25804114,-80.80682326,,basketball
168,174,188,Veterans Park,"2136 CENTRAL AV CHARLOTTE, NC 28205",Neighborhood,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,Yes,35.21976866,-80.80493509,,basketball
175,181,195,Waddell Street Park,"1505 WADDELL ST CHARLOTTE, NC 28216",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.25491077,-80.84597537,,basketball
176,182,196,Huntingtowne Farms Park,"2200 RAMBLEWOOD LN CHARLOTTE, NC 28210",Community,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,35.12777994,-80.86357945,,basketball
182,190,205,Alexander Park,"739 E 12TH ST CHARLOTTE, NC 28206",Neighborhood,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,35.22727242,-80.82777688,,basketball
183,191,206,Cherry Park,"501 S TORRENCE ST CHARLOTTE, NC 28204",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,35.21029734,-80.83282754,,basketball
195,203,218,Crews Recreation Center,"1201 CREWS RD MATTHEWS, NC 28105",Recreation Center,Yes,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.12400375,-80.72271623,,basketball
203,211,226,Belle Johnston Community Center,"1000 JOHNSTON DR PINEVILLE, NC 28134",Recreation Center,Yes,http://www.pinevillenc.gov/Departments/ParksRecreaton/tabid/103/Default.aspx,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,35.07891235,-80.89197188,,basketball
206,214,230,Anita Stroud Park,"2215 DOUBLE OAKS RD CHARLOTTE, NC 28206",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.25180594,-80.84163447,,basketball
213,221,237,Allen Hills Park,"4701 CHEVIOT RD CHARLOTTE, NC 28269",Neighborhood,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,35.28616811,-80.8178799,,basketball
221,229,245,Colonel Francis J. Beatty Park,"4330 WEDDINGTON RD CHARLOTTE, NC 28105",Regional,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,Yes,Yes,NA,NA,Yes,NA,35.0678581,-80.72872488,,basketball
229,237,253,Firestone Park,"3501 FIRESTONE DR CHARLOTTE, NC 28216",Community,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.28792113,-80.87256334,,basketball
232,240,256,Druid Hills Park,"2801 POINSETT ST CHARLOTTE, NC 28206",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.25853949,-80.83096703,,basketball
234,242,258,Hornets Nest Park,"6301 BEATTIES FORD RD CHARLOTTE, NC 28216",Regional,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,35.32002029,-80.86514148,,basketball
235,243,259,Eva B. Barber Park,"3801 GOSSETT AV CHARLOTTE, NC 28208",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,35.26086562,-80.88298783,,basketball
239,247,263,Howie Acres Park,"1001 TREMBETH DR CHARLOTTE, NC 28205",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.24968529,-80.78538355,,basketball
241,249,265,Independence Park,"1631 PARK DR CHARLOTTE, NC 28204",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,Yes,NA,NA,NA,Yes,NA,35.21562678,-80.82609226,,basketball
244,252,268,L.C. Coleman Park,"1501 MCDONALD ST CHARLOTTE, NC 28216",Neighborhood,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,35.25845679,-80.86161848,,basketball
246,254,270,Latta Park,"601 E PARK AV CHARLOTTE, NC 28203",Community,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,Yes,NA,NA,NA,Yes,Yes,35.20998978,-80.8513997,,basketball
253,261,277,Midwood Park,"2100 WILHELMINA AV CHARLOTTE, NC 28205",Neighborhood,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,NA,35.22975599,-80.80248089,,basketball
254,262,278,Mason Wallace Park,"7301 MONROE RD CHARLOTTE, NC 28212",Community,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,NA,Yes,NA,NA,NA,NA,35.16897391,-80.75597924,,basketball
255,263,279,North Mecklenburg Park,"16131 OLD STATESVILLE RD HUNTERSVILLE, NC 28078",Town Park,Yes,https://www.huntersville.org/162/Parks-Recreation,Yes,NA,Yes,Yes,NA,Yes,NA,NA,NA,NA,35.43254155,-80.8435746,,basketball
258,266,282,Rama Road Park,"1035 RAMA RD CHARLOTTE, NC 28211",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,35.16859988,-80.77172904,,basketball
259,267,283,Reid Park,"3207 AMAY JAMES AV CHARLOTTE, NC 28208",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.20407326,-80.90032787,,basketball
262,270,286,Park Road Park,"6220 PARK RD CHARLOTTE, NC 28210",Community,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,Yes,Yes,NA,NA,Yes,NA,35.14689227,-80.84991983,,basketball
264,272,288,Revolution Park Sports Academy,"1225 REMOUNT RD CHARLOTTE, NC 28208",Recreation Center,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.21363731,-80.87711077,,basketball
266,274,290,Huntersville Athletic Recreation Center,"11836 VERHOEFF DR HUNTERSVILLE, NC 28078",Recreation Center,Yes,https://www.huntersville.org/162/Parks-Recreation,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.3914994,-80.8470696,,basketball
268,281,298,JV Washam Recreation Center,"9611 WESTMORELAND RD CORNELIUS, NC 28031",Recreation Center,Yes,https://www.cornelius.org/103/Parks-Arts-Recreation-Culture,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,35.46419411,-80.8679597,,basketball
269,282,299,Evergreen Nature Preserve,"1336 NORLAND RD CHARLOTTE, NC 28205",Nature Preserve,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.20779916,-80.77881242,,basketball
272,285,304,Sheffield Park,"1311 TARRINGTON AV CHARLOTTE, NC 28205",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,35.20452802,-80.7693824,,basketball
274,287,306,Grier Heights Park,"3120 LEROY ST CHARLOTTE, NC 28205",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,35.19631012,-80.80802297,,basketball
278,291,310,Bailey Road Park,"11536 BAILEY RD CORNELIUS, NC 28031",Town Park,Yes,https://www.cornelius.org/103/Parks-Arts-Recreation-Culture,Yes,NA,Yes,Yes,NA,Yes,Yes,NA,Yes,NA,35.46699956,-80.84184883,,basketball
284,297,316,Bailey Road Recreation Center,"11900 BAILEY RD CORNELIUS, NC 28031",Recreation Center,Yes,https://www.cornelius.org/103/Parks-Arts-Recreation-Culture,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,35.46789281,-80.83931247,,basketball
290,303,323,Enderly Park,"1501 ENDERLY RD CHARLOTTE, NC 28208",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,35.2402956,-80.88426469,,basketball
294,307,327,Martin Luther King Jr. Park,"2600 RAVENCROFT DR CHARLOTTE, NC 28208",Community,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.24468615,-80.87176666,,basketball
297,310,331,Charles Avenue Park,"800 CHARLES AV CHARLOTTE, NC 28205",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,35.24286239,-80.80798771,,basketball
300,313,334,Clarks Creek Park,"5435 HUCKS RD CHARLOTTE, NC 28269",Community,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,Yes,NA,Yes,35.35113922,-80.81041717,,basketball
307,320,341,Freedom Park,"2435 CUMBERLAND AV CHARLOTTE, NC 28203",Regional,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,Yes,Yes,NA,NA,Yes,NA,35.19306827,-80.84480182,,basketball
310,323,344,David B. Waymer Park,"14200 HOLBROOKS RD HUNTERSVILLE, NC 28078",Town Park,Yes,https://www.huntersville.org/162/Parks-Recreation,Yes,NA,Yes,Yes,NA,Yes,NA,NA,NA,NA,35.3992988,-80.8342524,,basketball
311,324,345,Davis Flohr Park,"3020 CLEMSON AV CHARLOTTE, NC 28205",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.24102172,-80.80312008,,basketball
313,326,348,Mayerling Drive Park,"8320 MAYERLING DR CHARLOTTE, NC 28227",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,35.1875526,-80.70291909,,basketball
324,337,361,Ada Jenkins Athletic Field,"212 GAMBLE ST DAVIDSON, NC 28036",Town Park,No,https://www.ci.davidson.nc.us/130/Parks-Recreation,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.49915225,-80.85325787,,basketball
326,339,364,Archdale Park,"1020 ARCHDALE DR CHARLOTTE, NC 28217",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.15315624,-80.88437744,,basketball
327,340,365,Fred Alexander Park,"1832 GRIERS GROVE RD CHARLOTTE, NC 28216",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.28294954,-80.86064341,,basketball
328,341,366,Abbott Park,"1300 SPRUCE ST CHARLOTTE, NC 28203",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,35.21563668,-80.87120618,,basketball
330,343,368,Cordelia Park,"600 E 24TH ST CHARLOTTE, NC 28205",Community,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,35.23845813,-80.81651705,,basketball
331,344,369,Fred Alexander Park,"1903 MCALLISTER DR CHARLOTTE, NC 28216",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.28105844,-80.85923112,,basketball
332,345,371,Northern Regional Recreation Center,"18121 OLD STATESVILLE RD CORNELIUS, NC 28031",Recreation Center,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,35.45931644,-80.84365027,,basketball
336,349,375,Sugaw Creek Park,"943 W SUGAR CREEK RD CHARLOTTE, NC 28213",Community,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,35.27306558,-80.79372161,,basketball
343,356,382,Vietm Veterans Park - Cabarrus County,"760 Orphange Rd , Concord NC",County Park,Yes,https://www.cabarruscounty.us/location/vietm-veterans-park,Yes,NA,Yes,NA,NA,NA,Yes,NA,Yes,NA,35.44586974,-80.63391767,,basketball
345,358,384,Bakers Creek Park/Greenway - City of Kanpolis,"1275 West A St Kannapolis, NC",Municipal Park,Yes,http://www.kanpolisnc.gov/GovernmentDepartments/ParksRecreation/Parks/tabid/131/Default.aspx,Yes,NA,Yes,NA,NA,Yes,Yes,NA,Yes,NA,35.51285791,-80.63227575,,basketball
355,368,397,Marvin Caldwell Park - City of Concord,"362 Georgia St SW Concord, NC",Municipal Park,Yes,http://www.concordnc.gov/Departments/Parks-Recreation/Facilities,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,Yes,NA,35.39262675,-80.58279322,,basketball
358,371,400,McAllister Park,"8595 Park Dr Mt. Pleasant, NC",Park,Yes,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.40057451,-80.43373083,,basketball
364,377,408,Vietm Veterans Park - Cabarrus County,"760 Orphange Rd , Concord NC",County Park,Yes,https://www.cabarruscounty.us/location/vietm-veterans-park,Yes,NA,Yes,NA,NA,NA,Yes,NA,Yes,NA,35.44586974,-80.63391767,,basketball
366,379,410,Bakers Creek Park/Greenway - City of Kanpolis,"1275 West A St Kannapolis, NC",Municipal Park,Yes,http://www.kanpolisnc.gov/GovernmentDepartments/ParksRecreation/Parks/tabid/131/Default.aspx,Yes,NA,Yes,NA,NA,Yes,Yes,NA,Yes,NA,35.51285791,-80.63227575,,basketball
376,389,423,Marvin Caldwell Park - City of Concord,"362 Georgia St SW Concord, NC",Municipal Park,Yes,http://www.concordnc.gov/Departments/Parks-Recreation/Facilities,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,Yes,NA,35.39262675,-80.58279322,,basketball
379,392,426,McAllister Park,"8595 Park Dr Mt. Pleasant, NC",Park,Yes,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.40057451,-80.43373083,,basketball
385,398,434,Vietm Veterans Park - Cabarrus County,"760 Orphange Rd , Concord NC",County Park,Yes,https://www.cabarruscounty.us/location/vietm-veterans-park,Yes,NA,Yes,NA,NA,NA,Yes,NA,Yes,NA,35.44586974,-80.63391767,,basketball
389,402,438,Birchwood Park,"3105 Hursey St, Durham NC",Park,No,https://www.dprplaymore.org/Facilities/Facility/Details/Birchwood-Park-5,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.98001446,-78.84427138,,basketball
391,404,440,Burton Park,"1501 Sima Ave, Durham NC",Park,No,https://www.dprplaymore.org/Facilities/Facility/Details/Burton-Park-7,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,35.97608851,-78.88914083,,basketball
392,405,441,C. R. Wood Park,"417 Commonwealth St, Durham  NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/CR-Wood-Park-9,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,35.97304247,-78.86264391,,basketball
396,409,445,Cook Road Park,"602 Cook Rd, Durham NC",Park,No,https://www.dprplaymore.org/Facilities/Facility/Details/Cook-Road-Park-12,Yes,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,35.95121393,-78.91322578,,basketball
398,411,447,East End Park,"1200 N Alston Ave, Durham NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/East-End-Park-20,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,Yes,35.99827489,-78.88580127,,basketball
399,412,448,Elmira Avenue Park,"540 Elmira Ave, Durham NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Elmira-Avenue-Park-23,Yes,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,35.96533204,-78.90476954,,basketball
402,415,451,Hillside Park,"1301 S Roxboro St, Durham NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Hillside-Park-32,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,Yes,35.9810043,-78.90443201,,basketball
404,418,454,Lakeview Park,"3500 Dearborn Dr, Durham NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Lakeview-Park-39,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,36.03833216,-78.87754793,,basketball
406,420,456,Long Meadow Park,"917 Liberty St,Durham  NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Long-Meadow-Park-42,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,35.99278269,-78.88564425,,basketball
407,421,457,Lyon Park,"1200 W Lakewood Ave,Durham  NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Lyon-Park-44,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,35.98641652,-78.91857795,,basketball
408,422,458,Morreene Road Park,"1102 Morreene Rd, Durham NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Morreene-Road-Park-46,Yes,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,36.00738612,-78.95480541,,basketball
411,425,461,Old Chapel Hill Road Park,"3751 SW Durham Dr,Durham  NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Old-Chapel-Hill-Road-Park-50,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,35.94826236,-78.98326268,,basketball
414,428,464,Oval Drive Park,"2200 W Club Blvd, Durham NC",Park,No,https://www.dprplaymore.org/Facilities/Facility/Details/Oval-Drive-Park-54,Yes,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,36.01759389,-78.9284401,,basketball
415,429,465,Red Maple Park,"3320 Hinson Dr, Durham NC",Park,No,https://www.dprplaymore.org/Facilities/Facility/Details/Red-Maple-Park-58,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,36.03317867,-78.87797313,,basketball
